0	1
0	20
0	30
0	37
0	41
0	64
0	66
0	71
0	75
0	79
0	87
0	98
0	106
0	116
0	143
0	190
0	207
0	212
0	220
0	222
0	255
0	259
0	269
0	275
0	324
0	385
0	402
1	2
1	3
1	8
1	22
1	23
1	24
1	47
1	68
1	82
1	137
1	226
1	239
1	261
1	282
1	309
1	374
1	408
1	413
1	426
1	453
1	485
2	4
2	6
2	7
2	9
2	16
2	18
2	25
2	26
2	36
2	40
2	48
2	76
2	101
2	118
2	160
2	163
2	235
2	256
2	287
2	321
2	323
2	387
2	419
2	450
2	477
2	480
3	14
3	28
3	91
3	150
3	169
3	202
3	368
4	5
4	11
4	17
4	31
4	33
4	35
4	51
4	53
4	59
4	77
4	113
4	146
4	166
4	191
4	196
4	211
4	238
4	247
4	267
4	281
4	326
4	346
4	370
4	399
4	405
4	458
4	490
5	32
5	34
5	115
5	144
5	189
5	213
5	231
5	307
5	358
5	396
7	12
7	13
7	15
7	44
7	55
7	155
7	198
7	214
7	221
7	232
7	319
7	397
8	10
8	62
8	67
8	112
8	300
8	448
8	463
9	172
10	42
10	104
10	251
11	21
11	58
11	187
11	218
11	258
11	343
11	392
11	488
12	54
12	61
12	81
12	124
12	188
12	244
12	268
12	356
12	424
12	475
13	38
13	39
13	56
13	84
13	95
13	119
13	128
13	199
13	279
13	348
13	428
14	83
14	250
14	318
15	19
15	80
15	264
15	432
16	49
16	86
16	105
16	117
16	315
16	398
19	43
19	74
20	29
20	94
20	333
20	380
20	440
23	130
25	27
25	45
25	69
25	206
25	227
25	372
25	395
25	456
26	223
28	122
28	391
29	60
29	73
29	97
29	129
29	132
29	204
29	431
30	276
31	50
31	52
31	99
31	173
31	273
31	305
31	339
31	355
31	363
31	383
31	400
31	418
31	459
33	308
33	314
34	125
34	219
34	272
36	270
36	411
37	57
37	102
37	121
37	209
37	263
37	401
38	63
38	70
38	131
38	468
39	46
39	176
39	331
39	474
40	89
40	127
40	203
40	303
41	123
42	107
42	120
42	159
42	352
42	357
42	495
44	445
45	246
45	447
46	471
47	103
48	147
48	193
48	236
48	240
48	280
48	288
48	292
48	328
48	373
48	382
48	416
49	406
49	496
53	200
53	271
53	327
55	465
56	72
56	92
56	93
56	168
56	208
56	217
56	278
56	367
57	178
57	491
58	229
58	460
59	88
59	100
59	135
59	245
61	78
61	138
61	423
62	65
63	174
64	148
64	179
64	181
64	243
64	283
64	476
65	483
66	322
67	371
67	415
67	449
69	175
69	360
70	301
72	108
72	444
73	136
74	170
74	379
77	205
77	310
77	353
77	484
78	85
78	109
78	158
78	224
78	293
78	364
79	96
79	154
79	349
79	420
80	162
81	134
81	152
83	111
83	180
83	265
83	335
84	183
84	185
84	388
85	90
85	114
85	233
86	140
87	142
87	171
88	304
91	153
94	312
94	365
96	139
97	286
98	110
98	165
100	266
100	366
101	407
104	164
104	201
104	313
104	381
105	195
106	133
106	345
110	167
111	409
115	393
116	126
118	141
123	234
123	316
123	376
123	404
125	177
125	228
125	285
125	296
125	384
125	386
126	359
127	252
127	257
128	145
128	439
132	454
133	149
134	192
134	197
134	216
135	277
137	215
140	156
140	157
140	425
140	486
141	161
141	184
141	241
141	289
142	151
142	332
142	470
151	284
153	194
153	210
153	338
156	182
157	242
157	403
157	446
158	427
169	262
169	337
169	340
169	451
170	452
170	466
172	295
173	442
174	253
183	429
184	186
184	375
184	430
184	482
185	336
185	492
188	390
190	434
190	467
194	237
194	417
198	469
206	248
210	230
214	225
218	422
219	294
227	311
229	274
232	473
233	361
234	325
236	297
237	249
237	254
237	350
237	435
238	290
238	499
239	260
243	329
252	394
259	441
260	412
260	498
264	494
267	497
269	291
269	378
270	354
276	317
276	479
279	472
283	344
284	298
284	299
284	306
286	464
289	302
289	462
293	320
294	330
294	433
298	334
306	389
306	410
307	342
307	414
309	443
315	347
319	421
323	493
327	362
327	457
334	341
336	351
343	369
358	487
365	436
366	377
371	437
371	461
376	438
391	455
394	481
403	489
409	478
