0	367
1	132
1	235
1	323
3	41
3	42
3	123
4	123
6	20
6	63
6	88
7	139
7	160
7	192
8	20
8	120
8	227
9	224
9	336
11	35
11	222
11	229
12	193
12	254
12	307
12	334
12	351
12	476
14	276
15	179
16	31
16	33
16	178
16	216
16	285
17	189
17	261
18	146
18	207
18	402
18	491
19	29
19	69
19	131
19	197
19	407
20	356
21	132
21	283
22	72
22	121
22	210
22	414
23	35
23	58
23	304
23	388
23	391
24	358
25	195
25	202
25	299
25	400
25	493
26	163
27	55
27	155
27	376
29	63
29	245
30	409
30	437
31	456
31	480
32	52
32	193
32	492
33	386
34	171
34	318
34	395
35	253
36	40
36	469
37	213
37	238
37	449
39	94
39	163
40	444
42	112
43	64
43	68
43	85
43	471
44	90
44	209
44	404
45	115
46	67
46	146
46	307
46	361
47	354
49	58
49	98
49	104
49	124
49	126
49	280
49	437
50	103
51	57
51	153
51	213
52	416
53	126
54	229
54	337
57	113
57	277
58	179
58	223
60	158
60	285
61	228
61	322
62	250
63	143
63	186
63	312
64	164
64	290
64	481
64	491
65	81
65	178
65	273
65	437
66	130
66	182
67	285
67	473
69	242
69	286
69	303
70	92
73	372
73	390
74	127
75	389
76	252
76	273
76	439
77	195
77	219
78	104
78	224
78	324
78	488
79	146
80	158
80	289
81	121
81	339
81	370
82	419
83	99
83	232
83	396
84	265
85	455
86	255
86	460
87	215
87	227
87	423
87	482
88	265
88	268
88	465
89	223
89	333
90	98
90	446
92	194
93	209
93	266
94	103
94	434
95	127
96	162
97	170
100	107
100	321
100	471
102	383
104	343
104	467
106	191
106	346
106	467
108	426
109	185
110	168
110	374
110	408
111	469
112	229
114	394
115	480
117	194
117	363
117	487
118	367
120	175
120	390
123	384
123	474
124	255
124	321
125	368
126	182
126	183
126	345
127	291
127	312
128	134
129	377
131	262
131	441
132	143
134	149
134	253
134	332
135	368
135	489
136	162
136	211
137	417
138	420
138	422
140	250
140	416
141	239
142	244
142	395
143	234
144	485
145	273
145	320
146	269
146	399
147	190
147	278
147	374
147	452
148	179
150	479
151	381
152	166
152	293
152	414
154	232
154	375
154	400
155	368
156	230
156	380
156	401
156	414
156	431
157	252
159	189
159	249
159	332
159	353
159	477
161	262
161	472
164	177
164	410
164	475
165	389
165	396
165	469
167	291
167	377
168	359
169	403
169	471
169	493
170	374
174	307
175	207
177	387
177	412
178	305
178	316
179	289
179	481
179	495
181	233
181	250
181	260
182	193
183	458
183	459
185	230
186	273
187	301
188	224
188	400
189	442
193	235
193	261
193	349
194	403
194	428
194	498
195	199
195	255
195	331
196	296
196	388
200	274
201	317
201	330
202	316
203	238
204	423
204	437
205	214
205	327
205	419
206	293
207	236
208	342
209	416
209	430
210	372
211	466
213	306
213	318
214	318
214	333
216	240
216	319
218	301
220	467
220	470
221	388
223	436
224	241
224	323
224	391
225	272
227	348
228	372
228	444
229	345
234	301
236	475
237	272
237	302
237	367
237	396
238	474
242	432
244	298
245	405
246	361
246	411
248	360
249	488
250	278
250	366
252	306
253	264
254	422
254	494
256	272
256	307
256	395
262	372
263	340
263	343
265	471
266	275
266	308
266	405
270	300
272	357
273	414
274	404
275	412
278	346
279	419
280	403
281	479
282	418
282	498
283	378
283	482
285	447
287	359
287	394
287	439
287	450
288	379
288	439
290	304
291	483
292	433
292	459
293	309
293	456
294	317
294	369
294	387
294	471
297	331
297	354
298	373
299	437
300	415
300	490
303	328
307	361
310	402
311	378
311	413
311	484
316	447
316	495
317	420
318	338
319	470
326	365
326	430
327	347
329	342
329	383
330	419
333	467
335	403
339	390
346	363
346	382
346	450
346	491
347	495
348	352
348	425
349	412
351	376
352	476
354	488
356	485
357	399
357	400
362	429
364	456
366	419
367	489
368	372
370	386
375	479
376	435
377	462
378	380
379	382
381	445
382	452
383	438
385	497
387	465
392	451
398	447
399	496
401	496
403	420
403	463
406	482
407	439
413	497
414	427
414	459
421	495
422	438
426	491
430	484
434	438
438	495
441	484
442	457
449	492
453	493
463	472
480	493
